pmid,title,abstract,year,journal,doi,authors
41160525,Multi-centre analysis of predictors of death and treatment failure among multi-drug-resistant tuberculosis patients in Pakistan.,"Our Multidrug-resistant tuberculosis poses a significant global health challenge, particularly in low- and middle-income countries where access to diagnostic and treatment services is limited. Our multi-centre retrospective cohort study attempts to evaluate treatment outcomes and predictors of death or failure among 546 multi-drug-resistant tuberculosis patients, treated at eight specialised units between January 2017 and August 2018, with follow-up until June 2020. Overall, 69% achieved successful outcomes and 22.2% died. Significant predictors of death included older age, weight <40 kg, prior vitamin D use, and delayed sputum conversion. Despite outcomes nearing World Health Organisation targets, older patients and those with prior second-line drug exposure require closer monitoring.",2025,Tropical doctor,10.1177/00494755251389748,Abdul Wahid; Qaiser Iqbal; Amjad Khan; Asad Khan; Faiz Ullah Khan; Farman Ullah Khan
41160121,Examination of Genetic Mutations of Clofazimine Resistance in Drug-Resistant Mycobacterium TB Isolates.,"Anti-tuberculosis activity and resistance were recently refocused since clofazimine (CFZ) had a significant therapeutic benefit in treating multi-drug resistant tuberculosis (MDR-TB). We investigate the resistance of CFZ and genetic mutations in drug-resistant Mycobacterium tuberculosis strains to enhance the diagnosis and treatment of TB patients. CFZ range of CFZ was determined by testing 20 sensitive strains and 80 MDR clinical isolates. The correlation between the patients' treatment history and CFZ resistance was examined. PCR and DNA sequencing were employed to analyze mutations in the Rv0678, Rv1979c, and pepQ genes of CFZ-resistant and susceptible strains. Drug-resistant M. tuberculosis isolates had an 21.25% incidence of CFZ resistance with MIC > 1 mg/L. Neither bedaquiline nor CFZ therapy was the cause of CFZ resistance. It is necessary to perform a CFZ susceptibility test regardless of prior drug exposure. This study reported novel mutation sites associated with CFZ resistance in the pepQ (V85M/R437L/T438N and G605A/G619M/A610Q), Rv0678 (214 C→Tand 407T→C), and Rv1979c (155 A→C, 562 C→T, 1216G→A,724G→A, and 1057T→G) genes.",2025,Current microbiology,10.1007/s00284-025-04582-7,Khaoula Balgouthi; Emel Eker; Manaf AlMatar; Osman Albarri; Işil Var
41159209,Economic Burden of Tuberculosis in Iran: A Nationwide Analysis by Drug Resistance and Cost Components.,"Tuberculosis (TB) remains a significant global health crisis, regaining its status as the leading cause of death in 2023. Quantifying its economic burden is essential for crafting effective public health strategies. This study aimed to estimate the economic burden of TB in Iran. ",2025,Journal of research in health sciences,10.34172/jrhs.11215,Masoud Arefnezhad; Mahshid Nasehi; Aliakbar Fazaeli; Saeed Sharafi; Rajabali Daroudi
41156658,"From Patterns to Projections: A Spatiotemporal Distribution of Drug-Resistant Tuberculosis in Paraná, Brazil (2012-2023).","Drug-resistant tuberculosis represents a challenge with high potential for spread. This ecological study aimed to describe the prevalence and incidence of drug-resistant tuberculosis and analyze its spatial, temporal, and spatiotemporal patterns in Paraná, Brazil, 2012-2023, and forecast trends through 2030. National surveillance data were analyzed using descriptive statistics, Mann-Kendall trend tests, Global and Local Moran's I, Kulldorff's spatial scan statistic, and Seasonal AutoRegressive Integrated Moving Average modeling. A total of 576 cases were identified, corresponding to an incidence of 5.08 per 100,000 inhabitants, with an increasing trend (",2025,"Pathogens (Basel, Switzerland)",10.3390/pathogens14101046,Laiz Mangini Cicchelero; Gustavo Cezar Wagner Leandro; Luciano de Andrade; Jean Eduardo Meneguello; Katiany Rizzieri Caleffi-Ferracioli; Rosilene Fressatti Cardoso; Regiane Bertin de Lima Scodro
41156587,Reimagining Tuberculosis Control in the Era of Genomics: The Case for Global Investment in ,Drug-resistant ,2025,"Pathogens (Basel, Switzerland)",10.3390/pathogens14100975,Gerald Mboowa
41156576,"Tuberculosis Today: Microbial Insights, Epidemiological Trends, and the Role of Molecular Diagnostics.","Tuberculosis (TB), caused by ",2025,"Pathogens (Basel, Switzerland)",10.3390/pathogens14100965,Agata Maciejak-Jastrzębska; Grażyna Sygitowicz; Sylwia Brzezińska; Kinga Bielska; Ewa Augustynowicz-Kopeć
41155792,Risk Factors for Treatment Failure of Drug-Susceptible Pulmonary Tuberculosis in Lithuania over 22 Years.,,2025,"Medicina (Kaunas, Lithuania)",10.3390/medicina61101805,Karolina Kėvelaitienė; Roma Puronaitė; Valerija Edita Davidavičienė; Birutė Nakčerienė; Edvardas Danila
41155649,Impact of the COVID-19 Pandemic on Drug-Resistant Tuberculosis in Europe: A Meta-Analysis of Epidemiological Trends.,,2025,"Pharmaceuticals (Basel, Switzerland)",10.3390/ph18101535,Christina Zouganeli; Dimitra K Toubanaki; Ourania Karaoulani; Georgia Vrioni; Evdokia Karagouni; Antonia Efstathiou
41152417,Genomic characterization and epidemiology of Mycobacterium tuberculosis lineage 2 isolates from Kazakhstan.,"Kazakhstan has one of the highest incidence rates of MDR-TB in the WHO European Region. However, data on the genomic diversity of circulating Mycobacterium tuberculosis strains in Kazakhstan remains limited. We performed whole-genome sequencing on 177 clinical M. tuberculosis isolates belonging to the L2/Beijing lineage, sourced from 15 regions across Kazakhstan. WGS data were analyzed using the computational genomics pipelines TB-Profiler, TB-Annotator, and MTBseq. We then carried out Bayesian analyses using the BEAST algorithm to predict the effective population size dynamics of M. tuberculosis in Kazakhstan over the last 50 years. Phenotypic drug susceptibility testing revealed a significant proportion of MDR (46.9%) and pre-XDR (14.7%) isolates. Phylogenetic analysis showed that 67.2% of M. tuberculosis L2/Beijing isolates belonged to the Central Asian outbreak (CAO) sublineage. Putative compensatory variants were detected in 89.6% of RIF-resistant CAO isolates, with rpoABC variants showing strong sublineage specificity. Furthermore, phylogenetic analysis contributed to the identification of six novel historical clusters, each characterized by distinct SNP signatures. Phylogenetic reconstruction indicated recent transmission and clonal expansion of CAO isolates. Meanwhile, Bayesian skyline analysis revealed a marked increase in the effective population size of Mtb. This study used genomic characterization to show that the CAO sublineage of M. tuberculosis lineage 2 has been highly successful during the MDR-TB epidemic in Kazakhstan, which has coincided with major economic fluctuations.",2025,Scientific reports,10.1038/s41598-025-22485-2,Dana Auganova; Sabina Atavliyeva; Nour Gharbi; Elena Zholdybayeva; Yuri Skiba; Akmaral Akisheva; Anna Tsepke; Arike Alenova; Christophe Guyeux; Thierry Wirth; Christophe Sola; Pavel Tarlykov
41148678,Drug Resistance and Comorbidities in the Treatment of Pulmonary Tuberculosis: A Multicenter Retrospective Cohort Study.,"Tuberculosis (TB) probably returned to being the world's leading cause of death from a single infectious agent after three years during which it was replaced by COVID-19. Currently, there are two major, closely related challenges in TB treatment: a large number of cases of drug-resistant TB, as well as cases complicated by severe comorbidities. ",2025,"Antibiotics (Basel, Switzerland)",10.3390/antibiotics14100986,Nikolay N Osipov; Dmitry Spelnikov; Ekaterina Belyaeva; Anastasia Kulpina; Mikhail Nazarenko; Gudkin Mikhail; Nikolay Yu Nikolenko; Dmitry Kudlay; Anna Starshinova
41146802,Extensively Drug-Resistant Tuberculosis With Treatment-Limiting Mood Disorder: A Case of Complex Regimen Selection and Mental Health Challenges.,"Extensively drug-resistant tuberculosis (XDR-TB) presents a significant therapeutic challenge due to resistance to both first-line and several second-line anti-tuberculosis drugs. Treatment planning becomes even more complex when psychiatric comorbidities and drug hypersensitivities further limit the therapeutic arsenal. This case describes a 41-year-old man with a history of prior incarceration and incompletely treated multidrug-resistant tuberculosis, who presented with pulmonary symptoms and was subsequently diagnosed with XDR-TB. Drug susceptibility testing revealed extensive resistance, including to bedaquiline, clofazimine, and moxifloxacin. A pre-existing mood disorder necessitated the avoidance of neurotoxic agents such as cycloserine, and allergic reactions to several antibiotics led to further regimen modifications. This case underscores the clinical difficulty of managing XDR-TB in the setting of psychiatric illness and drug intolerance. A multidisciplinary, individualized approach was crucial in designing a regimen that strikes a balance between antimicrobial effectiveness and mental health considerations. The patient demonstrated early clinical improvement and was discharged in stable condition with continued outpatient follow-up.",2025,Cureus,10.7759/cureus.93167,Sahak Mkrtchyan
41146647,Effectiveness and safety of the BPaL regimen in the Philippines.,"Treatment success among multidrug-resistant/rifampicin-resistant TB (MDR/RR-TB) patients in the Philippines increased with the introduction of a 9-month all-oral treatment regimen; however, this remained sub-optimal, and patients continued to endure the burdensome and toxic effects of component medicines. In 2022, the World Health Organization recommended a 6-month MDR-TB regimen (bedaquiline, pretomanid, and linezolid or BPaL given for 26 weeks).",2025,Journal of clinical tuberculosis and other mycobacterial diseases,10.1016/j.jctube.2025.100567,Irene Flores; Maria Imelda Quelapio; Charlotte Cabalitan; Jeam Carpin; Maria Rhoda Torres-Cervas; Maricel Trono; Charisse Malbacias; Ramon Basilio; Alma Palparan; Fraser Wares; Veriko Mirtskhulava; Jin-Kyung Jung; Sang Nae Cho; Salah Foraida; Maria Diachenko; Sandeep Juneja; Agnes Gebhard
41146646,Impact of tuberculosis on median survival time and years of potential life lost in patients: A scoping review.,Tuberculosis significantly affects human health and longevity. We aimed to systematically synthesize studies to summarize the median survival time range and years of potential life lost (YPLL) among tuberculosis patients.,2025,Journal of clinical tuberculosis and other mycobacterial diseases,10.1016/j.jctube.2025.100568,Jingxian Ning; Rong Wang; Yuchen Pan; Xinru Fei; Wenxin Jiang; Leonardo Martinez; Limei Zhu; Zhihua Qin; Qiao Liu
41146348,Critical appraisal of progress and challenges in tuberculosis preventive treatment in the Western Pacific Region: a situational analysis of seven high tuberculosis burden countries.,"We commend Oh et al.'s recent analysis of TB preventive treatment (TPT) in the Western Pacific Region, but note important gaps and ways forward. We first caution that reliance on routine program data may overestimate gains. For example, China's passive surveillance misses ≈20% of cases [1]. Prospective cohorts or integrated surveillance including clinical databases could validate coverage estimates. We also urge attention to overlooked risk groups beyond children and PLHIV (as highlighted by Oh et al. [2]), groups like healthcare workers, prisoners, and people with diabetes warrant targeted TPT pilots (e.g., occupational health or prison-based programs). In the Philippines, ~ 36% of TB patients first seek private care [3], so partnering with private clinics and pharmacies is essential to reach all contacts. Likewise, MDR-TB contacts were underemphasized; WHO now strongly recommends a 6-month levofloxacin regimen for MDR contacts [4]. We encourage pilot studies of this regimen (as in Mongolia [5]) and operational research on MDR-TPT. Finally, policy does not guarantee practice as Cambodia and Lao PDR have guidelines, yet stockouts and training gaps persist [6, 7]. Embedding TPT in universal health insurance and conducting cost effectiveness studies will support sustainable scale-up. In sum, by suggesting concrete examples and research strategies for each country, we aim to refine Oh et al.'s insights into actionable steps for TPT acceleration.",2025,Tropical medicine and health,10.1186/s41182-025-00840-3,Muhamad Khizar; Ehsanullah Alokozay; Muhammad Junaid; Najibullah Alokozay
41133285,"Global, Regional, and National Burden and Trends of Tuberculosis Among Children and Adolescents From 1990 to 2021: A Comparative Analysis of Drug-Susceptible and Multidrug-Resistant Tuberculosis With Projections to 2045.","To assess the global, regional, and national burden of pulmonary tuberculosis (TB), including drug-susceptible (DS-TB) and multidrug-resistant TB (MDR-TB), among children and adolescents from 1990 to 2021, and to project trends to 2045.",2025,Journal of paediatrics and child health,10.1111/jpc.70227,Xiaoqin Xiong; Fangfang Zhong
41127709,Multidrug-resistant tuberculosis household contact screening and management by community healthcare workers in Mongolia: a prospective implementation study.,Mongolia is a high burden country for multidrug- or rifampicin-resistant tuberculosis (MDR/RR-TB). The implementation of systematic household TB contact investigation has been very limited despite policy recommendations. We implemented a community-based approach to MDR/RR-TB contact screening and management.,2025,The Lancet regional health. Western Pacific,10.1016/j.lanwpc.2025.101704,Bazarragchaa Tsogt; Tsegmed Sambuu; Yanjindulam Purevsuren; Sergelen Munkhbaatar; Purevsuren Batsuren; Oyun-Erdene Khandaa; Narantsetseg Doyod; Nasanjargal Byambaa; Norovrenchin Tsogtgerel; Gregory J Fox; Stephen M Graham
41127147,What are the Real-Life Dilemmas and Facilitators of Medication Adherence of Patients with Drug-Resistant Tuberculosis: A Qualitative Exploration of Patient Perspectives.,"Drug-resistant tuberculosis (DR-TB) constitutes a global public health crisis, which endangers patients' health, poses a significant transmission risk, and imposes a substantial strain on the healthcare system. Medication adherence is essential for enhancing treatment outcomes and mitigating the proliferation of DR-TB.",2025,Infection and drug resistance,10.2147/IDR.S554556,Xiaoli Xia; Fuli Huang; Ying Wang; Xue Lin; Jie Cheng; Tingting Chen; Liwen Jiang; Yanhua Chen; Daiying Zhang; Jian Tang
41126479,Dectin-1 (CLEC-7A) and Mincle (CLEC-4E) suppress protective responses of macrophages during Mycobacterial infection.,"Mycobacterium tuberculosis, the causative agent of TB is responsible for extreme mortality and morbidity across the globe. The bacteria have evolved multiple strategies for their successful prevalence. The emergence of MDR-TB has established the importance of eliciting host-pathogen interactions at cellular and molecular levels. Various pattern recognition receptors play determinant roles when encountering M. tb infection. Here we investigated the regulation of key defense responses from Dectin-1 and Mincle during mycobacterial infection in THP-1 derived macrophages, the long-term hosts for mycobacteria. Our data indicate that infection of THP-1 macrophages with either M. bovis BCG or M. tb H37Rv increases the surface expression of Dectin-1 and Mincle. This increase translated directly to increased intracellular bacterial survival within macrophages. Likewise, M. bovis BCG infection of human PBMC derived macrophages also led to an increased expression of Dectin-1 and Mincle. Stimulation of Dectin-1 or Mincle along with BCG infection induces suppressor responses such as an attenuated oxidative burst and mitochondrial membrane potential intactness. In addition, decreased apoptosis and autophagy induction was also observed following stimulation of Dectin-1 and Mincle. Conversely, RNAi mediated knockdown of Dectin-1 or Mincle reversed the above responses resulting in higher oxidative burst, mitochondrial membrane potential disruption, increased mitochondrial reactive oxygen species production and increased apoptosis. This results in a significant decrease in intracellular mycobacterial survival. These results point towards a well-orchestrated strategy of fine-tuning host's defense machinery of Dectin-1 and Mincle adopted by mycobacteria to suppress protective responses mounted against it and prepare the macrophages for prolonged persistent infection.",2025,Journal of leukocyte biology,10.1093/jleuko/qiaf146,Akshita Singh; Aarti Singh; Vishal Sinha; Ankush K Rana; Shakuntala S K Saraswati; Aayushi Singh; Kanika Kalra; Sunil Thakur; Dhiraj Kumar; Krishnamurthy Natarajan
41126382,"Cross-sectional analysis of tuberculosis burden and risk factors in Swabi district, Khyber Pakhtunkhwa, Pakistan.","Tuberculosis (TB) remains a serious public health concern in Pakistan, where it is considered endemic. Understanding the disease burden and its associated risk factors, particularly in an understudied population, is crucial for effective disease control. In this cross-sectional, hospital-based study, TB-suspected patients who visited the TB control centre of Swabi district, Khyber Pakhtunkhwa, Pakistan, during January 2023 to June 2024 were included. The aims and objectives of the study were to assess the frequency of TB and identify its associated risk factors and zoonotic TB within a population with limited access to healthcare services. After ethical approval, sociodemographic and clinical data were collected from individuals suspected of having TB, and statistical analyses were performed using the Chi-square test. A total of 1,164 individuals with suspected TB were included in our study. After microscopic and culture analysis, 232 were confirmed positive, comprising 118 males and 114 females. Of these, 218 individuals were infected by ",2025,"Tropical diseases, travel medicine and vaccines",10.1186/s40794-025-00270-3,Iqbal Ahmad; Madiha Fatima; Ilyas Khan; Sulaiman Bahadar; Abdul Qadeer; Mohamad S Hakim
41125580,The role of cytochrome bc,"Tuberculosis (TB) remains the foremost cause of death from infectious diseases globally, prompting ongoing efforts to improve treatment options. This includes developing compounds with novel modes of action and identifying optimal treatment regimens that allow for treatment shortening. One promising strategy involves targeting cytochrome bc",2025,Nature communications,10.1038/s41467-025-64427-6,Clara Aguilar-Pérez; Anne J Lenaerts; Cristina Villellas; Jerome Guillemont; John Dallow; Hannah Painter; Nicole C Ammerman; Anis Hassan; Guillaume Golovkine; Laure Brock; Sylvie Sordello; Aurélie Chauffour; Alexandra Aubry; Thi Cuc Mai; Sarah Wong; Taane G Clark; Kiyean Nam; Jeongjun Kim; Jinho Choi; Marjolein Crabbe; Jorge Esquivias; Nacer Lounis; Bart Stoops; Katie Amssoms; Jose M Bartolome-Nebreda; Veronica Gruppo; Gregory T Robertson; Nicolas Veziris; Anna M Upton; Eric L Nuermberger; Vivian Cox; Lluis Ballell; Benny Baeten; Anil Koul; Alexander S Pym; Richard J Wall; Dirk A Lamprecht
41121015,Time trend prediction of multidrug-resistant/rifampicin-resistant tuberculosis in treatment initiation centers of North East Ethiopia (2015-2023).,"Multidrug-resistant and rifampicin-resistant tuberculosis (MDR/RR-TB) represents a major public health threat and a significant obstacle to global TB control. Analysing trends and forecasting future patterns is critical for effective resource planning. However, the application of predictive modelling for MDR/RR-TB has not been widely explored in Ethiopia.",2025,BMC infectious diseases,10.1186/s12879-025-11816-3,Enkuneh Atnafu Abegaz; Metadel Adane Mesfin; Getaw Walle Bazie
41120936,"Treatment outcomes of short-regimen multi-drug resistant tuberculosis in uMkhanyakude district (2018-2022) South Africa: a retrospective, cross-sectional study.","Rifampicin-resistant / Multidrug-resistant tuberculosis (RR/MDR-TB), remains a major global health challenge, exacerbated by socioeconomic factors, poor treatment outcomes, and rising drug resistance. In response, RR/MDR-TB care has been decentralised to district hospitals in uMkhanyakude Health District to improve treatment access. This study aimed to assess treatment outcomes of patients receiving the nine-month short regimen for RR/MDR-TB in uMkhanyakude District from 2018 to 2022, and to identify socio-demographic and clinical factors associated with treatment success or failure.",2025,BMC infectious diseases,10.1186/s12879-025-11667-y,Lucky Mtolo; Nqobile Ngoma; Saloshini Naidoo
